Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,Area,Area_reference,Area_sort,Area_hierarchy,Register,Register_reference,Register_sort,Register_hierarchy,Notes
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Castle Surgery,W98006,435,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
16.6,16.62465946950615,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Castle Surgery,W98006,435,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Practice 2 Fforestfach Medical Centre,W98007,436,CC310,Patients registered at GP practice,LIST,1,,Not Applicable
20.9,20.89568997,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Practice 2 Fforestfach Medical Centre,W98007,436,CC310,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Princess Street Surgery,W98008,437,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
12.9,12.871494696802635,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Princess Street Surgery,W98008,437,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Skewen Medical Centre,W98010,438,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
15.6,15.621165086313455,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Skewen Medical Centre,W98010,438,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Estuary Group Practice,W98012,439,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
9.4,9.371824954251249,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Estuary Group Practice,W98012,439,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Talybont Surgery,W98013,440,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.6830078,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Talybont Surgery,W98013,440,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Mountain View Health Centre,W98015,441,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
13,13.026356785208208,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Mountain View Health Centre,W98015,441,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,St Thomas Surgery,W98016,442,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
12.2,12.166794454910669,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,St Thomas Surgery,W98016,442,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Afan Valley Group Practice,W98017,443,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
19.2,19.15011358076498,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Afan Valley Group Practice,W98017,443,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Cwmafan Health Centre,W98019,444,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
17.7,17.67269181011571,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Cwmafan Health Centre,W98019,444,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Nicholl St Medical Centre,W98020,445,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
10.6,10.636124924004882,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Nicholl St Medical Centre,W98020,445,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Sketty & Killay Medical Centres,W98021,446,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
7.1,7.066020518808734,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Sketty & Killay Medical Centres,W98021,446,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Cwmtawe Medical Group,W98022,447,CC307,Patients registered at GP practice,LIST,1,,Not Applicable
12.3,12.29073673,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Cwmtawe Medical Group,W98022,447,CC307,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,The Grove Medical Centre,W98023,448,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
11.6,11.569045653931566,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,The Grove Medical Centre,W98023,448,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Brunswick Health Centre,W98024,449,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
11.3,11.262167874043325,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Brunswick Health Centre,W98024,449,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Kingsway Surgery,W98027,450,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
9.1,9.146072083,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Kingsway Surgery,W98027,450,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Practice 1 Fforestfach Medical Centre,W98028,451,CC310,Patients registered at GP practice,LIST,1,,Not Applicable
19.2,19.20640801445171,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Practice 1 Fforestfach Medical Centre,W98028,451,CC310,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Dulais Valley Primary Care Centre,W98030,452,CC311,Patients registered at GP practice,LIST,1,,Not Applicable
14.8,14.769758984658226,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Dulais Valley Primary Care Centre,W98030,452,CC311,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Mount Surgery,W98031,453,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
11.8,11.843696356211291,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Mount Surgery,W98031,453,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Fairfield Surgery,W98032,454,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
12,12.037854566990733,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Fairfield Surgery,W98032,454,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,The Mumbles Medical Practice,W98033,455,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
8.8,8.761139957883525,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,The Mumbles Medical Practice,W98033,455,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Ty'r Felin Surgery,W98034,456,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
12.5,12.52111672475056,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Ty'r Felin Surgery,W98034,456,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Riverside Surgery,W98035,457,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
12.8,12.813870733302403,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Riverside Surgery,W98035,457,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Victoria Gardens Surgery,W98036,458,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
14,14.030474565628351,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Victoria Gardens Surgery,W98036,458,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Greenhill Medical Centre,W98039,459,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
18.4,18.402150947908375,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Greenhill Medical Centre,W98039,459,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Briton Ferry Health Centre,W98040,460,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
19.3,19.345125055675226,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Briton Ferry Health Centre,W98040,460,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,King's Surgery,W98041,461,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
15.9,15.88756177790214,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,King's Surgery,W98041,461,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Manselton Surgery,W98043,462,CC310,Patients registered at GP practice,LIST,1,,Not Applicable
9,8.960046103,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Manselton Surgery,W98043,462,CC310,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Strawberry Place Surgery,W98044,463,CC307,Patients registered at GP practice,LIST,1,,Not Applicable
14.7,14.733531077098167,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Strawberry Place Surgery,W98044,463,CC307,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Gower Medical Practice,W98045,464,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.682072978328756,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Gower Medical Practice,W98045,464,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Vale of Neath Practice,W98046,465,CC311,Patients registered at GP practice,LIST,1,,Not Applicable
12.3,12.336254863726625,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Vale of Neath Practice,W98046,465,CC311,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Tabernacle Surgery,W98048,466,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
17.3,17.325781768438738,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Tabernacle Surgery,W98048,466,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Uplands Surgery,W98049,467,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
7.2,7.183762316583499,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Uplands Surgery,W98049,467,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,University Health Centre,W98053,468,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
5.9,5.874064026934596,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,University Health Centre,W98053,468,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Kings Road Surgery,W98055,469,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
10.1,10.142638119335915,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Kings Road Surgery,W98055,469,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Harbourside Health Centre,W98056,470,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
11.8,11.84485492052336,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Harbourside Health Centre,W98056,470,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,SA1 Medical Centre,W98057,471,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
13.8,13.776557312842623,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,SA1 Medical Centre,W98057,471,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Abertawe Medical Partnership,W98608,472,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
10.7,10.655151850831285,Prevalence rate (%),2,2,,01/04/2024,20240401,1.71202E+12,,Abertawe Medical Partnership,W98608,472,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Wales,W92000004,1,,Patients registered at GP practice,LIST,1,,Not Applicable
12.7,12.723715980567714,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Wales,W92000004,1,,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Betsi Cadwaladr,W11000023,2,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
12.8,12.840915790244454,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Betsi Cadwaladr,W11000023,2,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Hywel Dda,W11000025,3,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
12.1,12.082441867969045,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Hywel Dda,W11000025,3,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Swansea Bay,W11000031,4,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
11.6,11.578192618993475,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Swansea Bay,W11000031,4,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff and Vale,W11000029,5,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
10.4,10.413577905395606,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff and Vale,W11000029,5,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cwm Taf Morgannwg,W11000030,6,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
14.5,14.459703600861612,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cwm Taf Morgannwg,W11000030,6,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Aneurin Bevan,W11000028,7,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
14.1,14.125436311871217,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Aneurin Bevan,W11000028,7,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Powys,W11000024,8,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
13.7,13.74182029537485,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Powys,W11000024,8,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Anglesey,CC101,9,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
13.5,13.53970560993298,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Anglesey,CC101,9,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Arfon,CC102,10,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
9.5,9.486817692498297,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Arfon,CC102,10,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Central & South Denbighshire,CC103,11,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
10.3,10.282111535380787,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Central & South Denbighshire,CC103,11,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Conwy East,CC104,12,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
11.3,11.261567126686298,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Conwy East,CC104,12,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Conwy West,CC105,13,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
12.1,12.112650733702532,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Conwy West,CC105,13,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North East Flintshire,CC106,14,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
14.7,14.701028606210176,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North East Flintshire,CC106,14,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Dwyfor & North Meirionnydd,CC107,15,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
11.4,11.442528166566678,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Dwyfor & North Meirionnydd,CC107,15,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North West Flintshire,CC108,16,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
14.3,14.311989615737012,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North West Flintshire,CC108,16,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Meirionnydd,CC109,17,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
14.5,14.500239787795097,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Meirionnydd,CC109,17,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Flintshire,CC110,18,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
11.7,11.714215134132093,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Flintshire,CC110,18,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Denbighshire,CC111,19,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
12.9,12.866947852623023,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Denbighshire,CC111,19,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Wrexham,CC112,20,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
14.8,14.769605767275493,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Wrexham,CC112,20,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North & West Wrexham,CC113,21,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
15.4,15.350043297566627,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North & West Wrexham,CC113,21,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Central Wrexham,CC114,22,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
15.1,15.10134180118395,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Central Wrexham,CC114,22,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Amman/Gwendraeth,CC201,23,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
13.6,13.604011713984296,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Amman/Gwendraeth,CC201,23,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Llanelli,CC202,24,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
12.8,12.75617293,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Llanelli,CC202,24,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Ceredigion,CC203,25,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
10.4,10.377196385270969,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Ceredigion,CC203,25,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Pembrokeshire,CC204,26,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
11,11.031752223302353,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Pembrokeshire,CC204,26,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Ceredigion,CC205,27,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
11,10.991921017335327,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Ceredigion,CC205,27,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Pembrokeshire,CC206,28,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
13.4,13.435874187255406,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Pembrokeshire,CC206,28,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Taf / Tywi,CC207,29,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
12,12.031139012339162,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Taf / Tywi,CC207,29,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Afan,CC301,30,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
13.4,13.360368270261045,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Afan,CC301,30,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,BayHealth,CC302,31,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
8.1,8.081359120691259,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,BayHealth,CC302,31,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bridgend East Network,CC509,32,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
10.6,10.606878188054182,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bridgend East Network,CC509,32,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bridgend North Network,CC510,33,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
16.6,16.58616551179247,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bridgend North Network,CC510,33,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bridgend West Network,CC511,34,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
10.7,10.741090133651193,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bridgend West Network,CC511,34,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,CityHealth,CC306,35,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
11.3,11.308631317682655,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,CityHealth,CC306,35,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cwmtawe,CC307,36,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
11.4,11.350577692741965,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cwmtawe,CC307,36,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Llwchwr,CC308,37,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
9.4,9.444965839,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Llwchwr,CC308,37,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Neath,CC309,38,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
14.4,14.363251650055558,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Neath,CC309,38,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Penderi,CC310,39,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
15.2,15.240246806900586,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Penderi,CC310,39,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Upper Valleys,CC311,40,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
12.2,12.179856825203949,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Upper Valleys,CC311,40,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff East,CC411,41,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
13.7,13.663814942466686,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff East,CC411,41,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff South East,CC412,42,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
9.8,9.790885954932529,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff South East,CC412,42,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,City & Cardiff South,CC413,43,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
7.8,7.804489972,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,City & Cardiff South,CC413,43,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff North,CC421,44,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.688616104867076,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff North,CC421,44,W11000029,Obesity (patients aged 16+),OB,16,,
