Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,Area,Area_reference,Area_sort,Area_hierarchy,Register,Register_reference,Register_sort,Register_hierarchy,Notes
996,996,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Pen y Maes Health Centre,W91006,92,CC113,Obesity (patients aged 16+),OB,16,,
"11,796",11796,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Cadwgan Surgery,W91007,93,CC104,Patients registered at GP practice,LIST,1,,
"1,114",1114,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Cadwgan Surgery,W91007,93,CC104,Obesity (patients aged 16+),OB,16,,
"18,220",18220,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Healthy Prestatyn Iach,W91009,94,CC111,Patients registered at GP practice,LIST,1,,
"2,610",2610,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Healthy Prestatyn Iach,W91009,94,CC111,Obesity (patients aged 16+),OB,16,,
"9,511",9511,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Canolfan Iechyd Llangollen Health Centre,W91010,95,CC112,Patients registered at GP practice,LIST,1,,
"1,347",1347,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Canolfan Iechyd Llangollen Health Centre,W91010,95,CC112,Obesity (patients aged 16+),OB,16,,
"10,085",10085,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Hope Family Medical Centre,W91013,96,CC110,Patients registered at GP practice,LIST,1,,
905,905,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Hope Family Medical Centre,W91013,96,CC110,Obesity (patients aged 16+),OB,16,,
"6,413",6413,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Kinmel Bay Medical Centre,W91014,97,CC104,Patients registered at GP practice,LIST,1,,
"1,117",1117,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Kinmel Bay Medical Centre,W91014,97,CC104,Obesity (patients aged 16+),OB,16,,
"10,051",10051,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Stables Medical Practice,W91015,98,CC106,Patients registered at GP practice,LIST,1,,
947,947,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Stables Medical Practice,W91015,98,CC106,Obesity (patients aged 16+),OB,16,,
"6,404",6404,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Bryn Darland Surgery,W91016,99,CC113,Patients registered at GP practice,LIST,1,,
943,943,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Bryn Darland Surgery,W91016,99,CC113,Obesity (patients aged 16+),OB,16,,
"10,638",10638,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Pendre Surgery,W91017,100,CC110,Patients registered at GP practice,LIST,1,,
"1,088",1088,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Pendre Surgery,W91017,100,CC110,Obesity (patients aged 16+),OB,16,,
"10,234",10234,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Roseneath Medical Practice,W91018,101,CC110,Patients registered at GP practice,LIST,1,,
"1,073",1073,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Roseneath Medical Practice,W91018,101,CC110,Obesity (patients aged 16+),OB,16,,
"8,011",8011,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Gardden Road Surgery,W91019,102,CC112,Patients registered at GP practice,LIST,1,,
972,972,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Gardden Road Surgery,W91019,102,CC112,Obesity (patients aged 16+),OB,16,,
"15,349",15349,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Marches Medical Practice,W91021,103,CC106,Patients registered at GP practice,LIST,1,,
"2,292",2292,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Marches Medical Practice,W91021,103,CC106,Obesity (patients aged 16+),OB,16,,
"13,152",13152,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Plas y Bryn Medical Centre,W91022,104,CC114,Patients registered at GP practice,LIST,1,,
"1,703",1703,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Plas y Bryn Medical Centre,W91022,104,CC114,Obesity (patients aged 16+),OB,16,,
"4,992",4992,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Pen y Bont Surgery,W91023,105,CC103,Patients registered at GP practice,LIST,1,,
531,531,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Pen y Bont Surgery,W91023,105,CC103,Obesity (patients aged 16+),OB,16,,
"9,233",9233,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Chirk Surgery,W91024,106,CC112,Patients registered at GP practice,LIST,1,,
"1,599",1599,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Chirk Surgery,W91024,106,CC112,Obesity (patients aged 16+),OB,16,,
"12,791",12791,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Alyn Family Doctors,W91025,107,CC113,Patients registered at GP practice,LIST,1,,
"1,679",1679,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Alyn Family Doctors,W91025,107,CC113,Obesity (patients aged 16+),OB,16,,
"7,100",7100,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Overton Medical Practice,W91026,108,CC112,Patients registered at GP practice,LIST,1,,
"1,107",1107,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Overton Medical Practice,W91026,108,CC112,Obesity (patients aged 16+),OB,16,,
"5,284",5284,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Bronyffynnon Surgery,W91027,109,CC103,Patients registered at GP practice,LIST,1,,
384,384,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Bronyffynnon Surgery,W91027,109,CC103,Obesity (patients aged 16+),OB,16,,
"9,161",9161,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Park House Surgery,W91028,110,CC111,Patients registered at GP practice,LIST,1,,
"1,082",1082,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Park House Surgery,W91028,110,CC111,Obesity (patients aged 16+),OB,16,,
"8,266",8266,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Bodowen Surgery,W91029,111,CC108,Patients registered at GP practice,LIST,1,,
"1,003",1003,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Bodowen Surgery,W91029,111,CC108,Obesity (patients aged 16+),OB,16,,
"6,393",6393,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,St. George's Crescent Surgery,W91030,112,CC114,Patients registered at GP practice,LIST,1,,
840,840,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,St. George's Crescent Surgery,W91030,112,CC114,Obesity (patients aged 16+),OB,16,,
"5,489",5489,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Allt Goch Medical Centre,W91032,114,CC108,Patients registered at GP practice,LIST,1,,
435,435,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Allt Goch Medical Centre,W91032,114,CC108,Obesity (patients aged 16+),OB,16,,
"9,592",9592,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Beech House Surgery,W91033,115,CC103,Patients registered at GP practice,LIST,1,,
"1,041",1041,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Beech House Surgery,W91033,115,CC103,Obesity (patients aged 16+),OB,16,,
"2,664",2664,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Clinic Surgery,W91034,116,CC103,Patients registered at GP practice,LIST,1,,
315,315,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Clinic Surgery,W91034,116,CC103,Obesity (patients aged 16+),OB,16,,
"8,399",8399,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Shotton Lane Surgery,W91036,117,CC106,Patients registered at GP practice,LIST,1,,
"1,322",1322,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Shotton Lane Surgery,W91036,117,CC106,Obesity (patients aged 16+),OB,16,,
"2,331",2331,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Pennant Surgery,W91037,118,CC108,Patients registered at GP practice,LIST,1,,
151,151,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Pennant Surgery,W91037,118,CC108,Obesity (patients aged 16+),OB,16,,
"17,386",17386,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Gwrych Medical Centre,W91038,119,CC104,Patients registered at GP practice,LIST,1,,
"1,756",1756,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Gwrych Medical Centre,W91038,119,CC104,Obesity (patients aged 16+),OB,16,,
"5,829",5829,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Deeside Medical Centre,W91039,120,CC106,Patients registered at GP practice,LIST,1,,
811,811,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Deeside Medical Centre,W91039,120,CC106,Obesity (patients aged 16+),OB,16,,
"9,002",9002,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Quay Surgery,W91040,121,CC106,Patients registered at GP practice,LIST,1,,
"1,528",1528,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Quay Surgery,W91040,121,CC106,Obesity (patients aged 16+),OB,16,,
"4,877",4877,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Beechley Medical Centre,W91042,122,CC114,Patients registered at GP practice,LIST,1,,
630,630,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Beechley Medical Centre,W91042,122,CC114,Obesity (patients aged 16+),OB,16,,
"8,442",8442,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Ruabon Medical Centre,W91043,123,CC112,Patients registered at GP practice,LIST,1,,
"1,295",1295,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Ruabon Medical Centre,W91043,123,CC112,Obesity (patients aged 16+),OB,16,,
"2,310",2310,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Leeswood Surgery,W91044,124,CC110,Patients registered at GP practice,LIST,1,,
271,271,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Leeswood Surgery,W91044,124,CC110,Obesity (patients aged 16+),OB,16,,
"4,336",4336,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Eyton Place Surgery,W91046,125,CC108,Patients registered at GP practice,LIST,1,,
374,374,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Eyton Place Surgery,W91046,125,CC108,Obesity (patients aged 16+),OB,16,,
"4,042",4042,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Corwen Family Practice,W91047,126,CC103,Patients registered at GP practice,LIST,1,,
599,599,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Corwen Family Practice,W91047,126,CC103,Obesity (patients aged 16+),OB,16,,
"17,703",17703,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Rysseldene Surgery,W91048,127,CC104,Patients registered at GP practice,LIST,1,,
"2,704",2704,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Rysseldene Surgery,W91048,127,CC104,Obesity (patients aged 16+),OB,16,,
"8,807",8807,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Queensferry Medical Practice,W91051,128,CC106,Patients registered at GP practice,LIST,1,,
994,994,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Queensferry Medical Practice,W91051,128,CC106,Obesity (patients aged 16+),OB,16,,
"7,022",7022,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Madryn House Surgery,W91053,129,CC111,Patients registered at GP practice,LIST,1,,
899,899,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Madryn House Surgery,W91053,129,CC111,Obesity (patients aged 16+),OB,16,,
"6,701",6701,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Laurels Surgery,W91055,130,CC108,Patients registered at GP practice,LIST,1,,
994,994,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,The Laurels Surgery,W91055,130,CC108,Obesity (patients aged 16+),OB,16,,
"2,248",2248,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Coedpoeth Health Centre,W91056,131,CC113,Patients registered at GP practice,LIST,1,,
330,330,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Coedpoeth Health Centre,W91056,131,CC113,Obesity (patients aged 16+),OB,16,,
"3,630",3630,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Middle Lane Surgery,W91057,132,CC103,Patients registered at GP practice,LIST,1,,
417,417,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Middle Lane Surgery,W91057,132,CC103,Obesity (patients aged 16+),OB,16,,
"17,598",17598,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Hillcrest Medical Centre,W91058,133,CC114,Patients registered at GP practice,LIST,1,,
"2,273",2273,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Hillcrest Medical Centre,W91058,133,CC114,Obesity (patients aged 16+),OB,16,,
"6,313",6313,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Beech Avenue Practice,W91059,134,CC112,Patients registered at GP practice,LIST,1,,
618,618,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Beech Avenue Practice,W91059,134,CC112,Obesity (patients aged 16+),OB,16,,
"5,386",5386,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,St Mark's Dee View Surgery,W91060,135,CC106,Patients registered at GP practice,LIST,1,,
772,772,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,St Mark's Dee View Surgery,W91060,135,CC106,Obesity (patients aged 16+),OB,16,,
"2,025",2025,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Hanmer Surgery,W91604,136,CC112,Patients registered at GP practice,LIST,1,,
175,175,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Hanmer Surgery,W91604,136,CC112,Obesity (patients aged 16+),OB,16,,
"2,000",2000,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Caergwrle Medical Practice,W91610,137,CC110,Patients registered at GP practice,LIST,1,,
421,421,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Caergwrle Medical Practice,W91610,137,CC110,Obesity (patients aged 16+),OB,16,,
"2,334",2334,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Crane Medical Centre,W91614,138,CC112,Patients registered at GP practice,LIST,1,,
349,349,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Crane Medical Centre,W91614,138,CC112,Obesity (patients aged 16+),OB,16,,
"2,044",2044,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Lakeside Medical Centre,W91615,139,CC111,Patients registered at GP practice,LIST,1,,
280,280,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Lakeside Medical Centre,W91615,139,CC111,Obesity (patients aged 16+),OB,16,,
"8,217",8217,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Kings House Surgery,W91622,140,CC111,Patients registered at GP practice,LIST,1,,
"1,011",1011,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Kings House Surgery,W91622,140,CC111,Obesity (patients aged 16+),OB,16,,
"1,761",1761,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Berllan Surgery,W91624,141,CC103,Patients registered at GP practice,LIST,1,,
208,208,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Berllan Surgery,W91624,141,CC103,Obesity (patients aged 16+),OB,16,,
"4,489",4489,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Caia Park Surgery,W91629,142,CC114,Patients registered at GP practice,LIST,1,,
594,594,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Caia Park Surgery,W91629,142,CC114,Obesity (patients aged 16+),OB,16,,
"3,412",3412,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Panton Surgery,W91636,143,CC108,Patients registered at GP practice,LIST,1,,
527,527,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Panton Surgery,W91636,143,CC108,Obesity (patients aged 16+),OB,16,,
"13,275",13275,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,St Thomas Surgery,W92002,144,CC204,Patients registered at GP practice,LIST,1,,
"1,021",1021,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,St Thomas Surgery,W92002,144,CC204,Obesity (patients aged 16+),OB,16,,
"8,607",8607,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Minafon Surgery,W92003,145,CC201,Patients registered at GP practice,LIST,1,,
"1,342",1342,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Minafon Surgery,W92003,145,CC201,Obesity (patients aged 16+),OB,16,,
"5,118",5118,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,New Quay Surgery,W92005,146,CC205,Patients registered at GP practice,LIST,1,,
471,471,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,New Quay Surgery,W92005,146,CC205,Obesity (patients aged 16+),OB,16,,
"2,706",2706,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Borth Medical Practice,W92006,147,CC203,Patients registered at GP practice,LIST,1,,
436,436,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Borth Medical Practice,W92006,147,CC203,Obesity (patients aged 16+),OB,16,,
"7,287",7287,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Coach & Horses Surgery,W92007,148,CC207,Patients registered at GP practice,LIST,1,,
"1,121",1121,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Coach & Horses Surgery,W92007,148,CC207,Obesity (patients aged 16+),OB,16,,
"9,143",9143,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Barlow House Surgery,W92008,149,CC204,Patients registered at GP practice,LIST,1,,
"1,176",1176,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Barlow House Surgery,W92008,149,CC204,Obesity (patients aged 16+),OB,16,,
"9,747",9747,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Teilo Surgery,W92009,150,CC207,Patients registered at GP practice,LIST,1,,
"1,197",1197,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Teilo Surgery,W92009,150,CC207,Obesity (patients aged 16+),OB,16,,
"4,377",4377,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Sarn Surgery,W92013,151,CC201,Patients registered at GP practice,LIST,1,,
699,699,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Sarn Surgery,W92013,151,CC201,Obesity (patients aged 16+),OB,16,,
"9,309",9309,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Church Surgery,W92014,152,CC203,Patients registered at GP practice,LIST,1,,
744,744,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Church Surgery,W92014,152,CC203,Obesity (patients aged 16+),OB,16,,
"9,672",9672,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Fishguard Health Centre,W92015,153,CC204,Patients registered at GP practice,LIST,1,,
"1,050",1050,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Fishguard Health Centre,W92015,153,CC204,Obesity (patients aged 16+),OB,16,,
"14,923",14923,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Furnace House Surgery,W92016,154,CC207,Patients registered at GP practice,LIST,1,,
"1,308",1308,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Furnace House Surgery,W92016,154,CC207,Obesity (patients aged 16+),OB,16,,
"10,264",10264,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Emlyn Surgery,W92018,155,CC205,Patients registered at GP practice,LIST,1,,
"1,141",1141,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Emlyn Surgery,W92018,155,CC205,Obesity (patients aged 16+),OB,16,,
"10,170",10170,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Llynyfran Surgery,W92019,156,CC205,Patients registered at GP practice,LIST,1,,
"1,105",1105,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Llynyfran Surgery,W92019,156,CC205,Obesity (patients aged 16+),OB,16,,
"7,862",7862,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Fairfield Surgery,W92021,157,CC202,Patients registered at GP practice,LIST,1,,
924,924,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Fairfield Surgery,W92021,157,CC202,Obesity (patients aged 16+),OB,16,,
"7,211",7211,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Tanyfron Primary Care,W92022,158,CC203,Patients registered at GP practice,LIST,1,,
955,955,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Tanyfron Primary Care,W92022,158,CC203,Obesity (patients aged 16+),OB,16,,
"7,710",7710,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Taf Surgery,W92023,159,CC207,Patients registered at GP practice,LIST,1,,
717,717,Number on register,1,1,,01/04/2025,20250401,1.74355E+12,,Taf Surgery,W92023,159,CC207,Obesity (patients aged 16+),OB,16,,
